lake,date,hour,yday,month,day,year,littoral6,littoral8,pelagic_05,pelagic_1,comp,seq,pelagic_3.5
MCD,7/13/2019,23,194,7,13,2019,25.61,20.71,25.513,25.1735,0.4365,1416,14.517
MCD,7/14/2019,0,195,7,14,2019,25.416,20.4245,25.416,25.3675,0.0485,1417,14.565
MCD,7/14/2019,1,195,7,14,2019,25.2705,20.2815,25.319,25.3675,-0.097,1418,14.565
MCD,7/14/2019,2,195,7,14,2019,25.222,20.186,25.2705,25.2705,-0.0485,1419,14.3255
MCD,7/14/2019,3,195,7,14,2019,25.125,20.186,25.1735,25.1735,-0.0485,1420,14.709
MCD,7/14/2019,4,195,7,14,2019,24.931,20.3765,25.0765,25.0765,-0.1455,1421,14.661
MCD,7/14/2019,5,195,7,14,2019,24.883,20.4715,24.931,24.931,-0.048,1422,14.613
MCD,7/14/2019,6,195,7,14,2019,24.835,20.424,24.931,24.931,-0.096,1423,14.565
MCD,7/14/2019,7,195,7,14,2019,25.028,20.472,24.9795,24.883,0.145,1424,14.565
MCD,7/14/2019,8,195,7,14,2019,25.222,22.1905,25.1735,24.883,0.339,1425,14.661
MCD,7/14/2019,9,195,7,14,2019,24.931,23.1,25.3675,24.835,0.096,1426,14.852
MCD,7/14/2019,10,195,7,14,2019,25.028,23.052,25.4645,24.835,0.193,1427,14.996
MCD,7/14/2019,11,195,7,14,2019,25.3675,23.677,25.6105,25.028,0.3395,1428,14.9955
MCD,7/14/2019,12,195,7,14,2019,25.7075,23.773,25.708,25.222,0.4855,1429,14.9
MCD,7/14/2019,13,195,7,14,2019,25.4645,23.9695,25.8535,25.3675,0.097,1430,14.9
MCD,7/14/2019,14,195,7,14,2019,25.8535,23.148,26.2435,25.659,0.1945,1431,14.852
MCD,7/14/2019,15,195,7,14,2019,25.9995,22.669,26.5365,25.659,0.3405,1432,15.0915
MCD,7/14/2019,16,195,7,14,2019,26.634,22.6205,26.6345,25.8535,0.7805,1433,15.187
MCD,7/14/2019,17,195,7,14,2019,26.439,22.621,26.6835,25.805,0.634,1434,15.2825
MCD,7/14/2019,18,195,7,14,2019,26.439,22.573,26.5365,24.9795,1.4595,1435,14.9475
MCD,7/14/2019,19,195,7,14,2019,26.292,21.4735,26.488,25.125,1.167,1436,14.756
MCD,7/14/2019,20,195,7,14,2019,26.2435,21.9035,26.439,24.738,1.5055,1437,14.852
MCD,7/14/2019,21,195,7,14,2019,26.2435,22.1425,26.292,24.7865,1.457,1438,14.7565
MCD,7/14/2019,22,195,7,14,2019,26.097,22.4295,26.195,24.883,1.214,1439,14.8045
MCD,7/14/2019,23,195,7,14,2019,26.0485,23.1,26.097,24.883,1.1655,1440,14.8045
MCD,7/15/2019,0,196,7,15,2019,25.951,22.8125,25.951,24.931,1.02,1441,14.852
MCD,7/15/2019,1,196,7,15,2019,25.805,22.6685,25.902,24.931,0.874,1442,14.7565
MCD,7/15/2019,2,196,7,15,2019,25.708,21.2345,25.7565,24.931,0.777,1443,14.948
MCD,7/15/2019,3,196,7,15,2019,25.61,21.092,25.708,25.0765,0.5335,1444,14.8045
MCD,7/15/2019,4,196,7,15,2019,25.513,21.0915,25.659,25.416,0.097,1445,14.8045
MCD,7/15/2019,5,196,7,15,2019,25.4645,19.9955,25.61,25.2705,0.194,1446,14.7085
MCD,7/15/2019,6,196,7,15,2019,25.416,20.5675,25.61,25.222,0.194,1447,14.948
MCD,7/15/2019,7,196,7,15,2019,25.5615,22.6685,25.7565,25.3675,0.194,1448,15.0435
MCD,7/15/2019,8,196,7,15,2019,25.7075,22.573,25.805,25.513,0.1945,1449,15.187
MCD,7/15/2019,9,196,7,15,2019,25.7565,22.7645,26.146,25.513,0.2435,1450,15.0915
MCD,7/15/2019,10,196,7,15,2019,25.8535,22.9085,26.2925,25.659,0.1945,1451,14.9955
MCD,7/15/2019,11,196,7,15,2019,26,23.5325,26.4875,25.805,0.195,1452,15.0435
MCD,7/15/2019,12,196,7,15,2019,26.0485,24.6415,26.634,25.9995,0.049,1453,15.1865
MCD,7/15/2019,13,196,7,15,2019,26.6345,24.883,26.634,26.146,0.4885,1454,14.996
MCD,7/15/2019,14,196,7,15,2019,27.026,26.2435,26.928,26.4875,0.5385,1455,15.4255
MCD,7/15/2019,15,196,7,15,2019,27.075,26.879,27.2225,26.585,0.49,1456,15.187
MCD,7/15/2019,16,196,7,15,2019,26.977,27.075,26.977,26.683,0.294,1457,14.996
MCD,7/15/2019,17,196,7,15,2019,27.124,26.928,27.4685,26.732,0.392,1458,15.1865
MCD,7/15/2019,18,196,7,15,2019,26.7325,26.781,27.1735,26.683,0.0495,1459,15.6165
MCD,7/15/2019,19,196,7,15,2019,26.146,26,26.732,26.683,-0.537,1460,14.9955
MCD,7/15/2019,20,196,7,15,2019,26.5855,21.999,26.634,26.3415,0.244,1461,15.187
MCD,7/15/2019,21,196,7,15,2019,26.5365,23.7735,26.585,25.854,0.6825,1462,15.712
MCD,7/15/2019,22,196,7,15,2019,26.2435,24.062,26.488,25.7565,0.487,1463,15.521
MCD,7/15/2019,23,196,7,15,2019,26.195,22.908,26.39,25.951,0.244,1464,15.33
MCD,7/16/2019,0,197,7,16,2019,26.0485,24.015,26.2435,26.097,-0.0485,1465,15.1865
MCD,7/16/2019,1,197,7,16,2019,25.951,23.9175,26.097,26.097,-0.146,1466,15.139
MCD,7/16/2019,2,197,7,16,2019,25.8535,23.5325,26.097,26,-0.1465,1467,15.0435
MCD,7/16/2019,3,197,7,16,2019,25.7565,23.436,26,25.902,-0.1455,1468,15.2345
MCD,7/16/2019,4,197,7,16,2019,25.659,23.581,25.902,25.902,-0.243,1469,15.33
MCD,7/16/2019,5,197,7,16,2019,25.513,23.6285,25.805,25.8535,-0.3405,1470,15.0435
MCD,7/16/2019,6,197,7,16,2019,25.416,23.436,25.708,25.708,-0.292,1471,15.139
MCD,7/16/2019,7,197,7,16,2019,25.4645,24.6415,25.7565,25.61,-0.1455,1472,15.282
MCD,7/16/2019,8,197,7,16,2019,25.4645,23.1975,25.805,25.61,-0.1455,1473,15.33
MCD,7/16/2019,9,197,7,16,2019,25.5615,23.9175,26.2435,25.61,-0.0485,1474,15.4255
MCD,7/16/2019,10,197,7,16,2019,25.805,24.159,26.341,25.61,0.195,1475,14.996
MCD,7/16/2019,11,197,7,16,2019,26.1945,24.1115,26.5855,25.659,0.5355,1476,14.9475
MCD,7/16/2019,12,197,7,16,2019,27.0755,24.6895,26.732,25.61,1.4655,1477,15.0915
MCD,7/16/2019,13,197,7,16,2019,27.321,23.0525,26.5855,25.61,1.711,1478,15.091
MCD,7/16/2019,14,197,7,16,2019,27.5175,23.9655,26.7325,25.659,1.8585,1479,14.8525
MCD,7/16/2019,15,197,7,16,2019,27.665,23.34,27.2225,25.708,1.957,1480,14.948
MCD,7/16/2019,16,197,7,16,2019,27.616,22.525,27.37,25.708,1.908,1481,14.852
MCD,7/16/2019,17,197,7,16,2019,27.813,22.621,27.5665,25.708,2.105,1482,14.9
MCD,7/16/2019,18,197,7,16,2019,27.862,22.1895,27.5665,25.708,2.154,1483,14.9475
MCD,7/16/2019,19,197,7,16,2019,27.7145,21.3775,27.272,25.708,2.0065,1484,14.9475
MCD,7/16/2019,20,197,7,16,2019,27.37,21.3775,27.173,25.7565,1.6135,1485,14.9
MCD,7/16/2019,21,197,7,16,2019,27.173,21.521,27.026,25.7565,1.4165,1486,14.709
MCD,7/16/2019,22,197,7,16,2019,27.075,21.712,26.781,25.659,1.416,1487,14.9475
MCD,7/16/2019,23,197,7,16,2019,26.781,21.6165,26.634,25.659,1.122,1488,14.804
MCD,7/17/2019,0,198,7,17,2019,26.634,21.569,26.5365,25.708,0.926,1489,14.948
MCD,7/17/2019,1,198,7,17,2019,26.439,21.282,26.439,25.659,0.78,1490,14.996
MCD,7/17/2019,2,198,7,17,2019,26.292,21.4255,26.292,25.5615,0.7305,1491,14.804
MCD,7/17/2019,3,198,7,17,2019,26.146,21.8075,26.195,25.513,0.633,1492,14.9
MCD,7/17/2019,4,198,7,17,2019,26.0485,21.855,26.097,25.61,0.4385,1493,14.996
MCD,7/17/2019,5,198,7,17,2019,25.902,21.33,25.951,25.61,0.292,1494,14.9
MCD,7/17/2019,6,198,7,17,2019,25.805,21.4255,25.902,25.61,0.195,1495,14.948
MCD,7/17/2019,7,198,7,17,2019,26.0485,21.855,25.951,25.61,0.4385,1496,14.9
MCD,7/17/2019,8,198,7,17,2019,26.146,22.3335,26.146,25.61,0.536,1497,15.282
MCD,7/17/2019,9,198,7,17,2019,26,23.148,26.341,25.659,0.341,1498,15.282
MCD,7/17/2019,10,198,7,17,2019,26,23.34,26.39,25.7565,0.2435,1499,15.33
MCD,7/17/2019,11,198,7,17,2019,26,23.4845,26.634,25.8535,0.1465,1500,15.139
MCD,7/17/2019,12,198,7,17,2019,26.146,23.8695,26.83,25.9025,0.2435,1501,15.1865
MCD,7/17/2019,13,198,7,17,2019,26.146,23.9175,26.977,25.9995,0.1465,1502,15.282
MCD,7/17/2019,14,198,7,17,2019,26.292,23.773,26.879,26.3415,-0.0495,1503,15.3775
MCD,7/17/2019,15,198,7,17,2019,26.4875,22.813,26.879,26.2925,0.195,1504,15.664
MCD,7/17/2019,16,198,7,17,2019,26.634,22.3335,26.83,26.146,0.488,1505,15.0915
MCD,7/17/2019,17,198,7,17,2019,26.585,23.2455,27.1735,26.146,0.439,1506,15.2345
MCD,7/17/2019,18,198,7,17,2019,26.488,23.725,26.977,26.146,0.342,1507,15.521
MCD,7/17/2019,19,198,7,17,2019,26.488,23.725,26.928,26.146,0.342,1508,15.7595
MCD,7/17/2019,20,198,7,17,2019,26.39,23.6285,26.5855,26.5365,-0.1465,1509,15.4255
MCD,7/17/2019,21,198,7,17,2019,26.292,23.5325,26.488,26.488,-0.196,1510,15.2345
MCD,7/17/2019,22,198,7,17,2019,26.195,23.677,26.488,26.39,-0.195,1511,15.33
MCD,7/17/2019,23,198,7,17,2019,26.097,23.629,26.39,26.292,-0.195,1512,15.3775
MCD,7/18/2019,0,199,7,18,2019,26.0485,23.5805,26.292,26.292,-0.2435,1513,15.5685
MCD,7/18/2019,1,199,7,18,2019,25.902,23.9175,26.2435,26.195,-0.293,1514,15.2345
MCD,7/18/2019,2,199,7,18,2019,25.951,22.956,26.146,26.195,-0.244,1515,15.282
MCD,7/18/2019,3,199,7,18,2019,25.902,23.052,26.097,26.097,-0.195,1516,15.2345
MCD,7/18/2019,4,199,7,18,2019,25.8535,21.6165,26.097,26.097,-0.2435,1517,15.282
MCD,7/18/2019,5,199,7,18,2019,25.902,22.669,26.0485,26.0485,-0.1465,1518,15.4255
MCD,7/18/2019,6,199,7,18,2019,25.7565,22.956,25.951,26,-0.2435,1519,15.473
MCD,7/18/2019,7,199,7,18,2019,25.708,23.052,25.902,25.902,-0.194,1520,15.33
MCD,7/18/2019,8,199,7,18,2019,25.7565,22.9095,25.951,25.902,-0.1455,1521,15.2345
MCD,7/18/2019,9,199,7,18,2019,25.659,23.9665,25.805,25.8535,-0.1945,1522,15.3775
MCD,7/18/2019,10,199,7,18,2019,25.513,22.813,25.7565,25.708,-0.195,1523,15.4255
MCD,7/18/2019,11,199,7,18,2019,25.659,24.835,25.902,25.708,-0.049,1524,15.521
MCD,7/18/2019,12,199,7,18,2019,25.8535,25.1735,26.0485,25.805,0.0485,1525,15.473
MCD,7/18/2019,13,199,7,18,2019,25.951,25.3675,26.097,25.805,0.146,1526,15.4255
MCD,7/18/2019,14,199,7,18,2019,26.0485,25.416,26.097,25.902,0.1465,1527,15.4735
MCD,7/18/2019,15,199,7,18,2019,26.2925,25.513,26.341,25.951,0.3415,1528,15.4255
MCD,7/18/2019,16,199,7,18,2019,26.4875,25.368,26.488,26.0485,0.439,1529,15.378
MCD,7/18/2019,17,199,7,18,2019,26.585,26,26.439,26.195,0.39,1530,15.378
MCD,7/18/2019,18,199,7,18,2019,26.5365,26.097,26.39,26.146,0.3905,1531,15.6165
MCD,7/18/2019,19,199,7,18,2019,26.5365,26,26.292,26.097,0.4395,1532,15.4255
MCD,7/18/2019,20,199,7,18,2019,26.146,25.951,26.097,26.097,0.049,1533,15.33
MCD,7/18/2019,21,199,7,18,2019,26.097,25.902,26.097,26.097,0,1534,15.4255
MCD,7/18/2019,22,199,7,18,2019,26,25.8535,26.0485,26.0485,-0.0485,1535,15.33
MCD,7/18/2019,23,199,7,18,2019,25.8535,22.095,26,26,-0.1465,1536,15.664
MCD,7/19/2019,0,200,7,19,2019,25.7565,21.999,25.902,25.951,-0.1945,1537,15.4735
MCD,7/19/2019,1,200,7,19,2019,25.708,21.9505,25.902,25.902,-0.194,1538,15.2825
MCD,7/19/2019,2,200,7,19,2019,25.708,21.903,25.805,25.8535,-0.1455,1539,15.2345
MCD,7/19/2019,3,200,7,19,2019,25.708,22.573,25.805,25.805,-0.097,1540,15.2345
MCD,7/19/2019,4,200,7,19,2019,25.659,24.0625,25.708,25.7565,-0.0975,1541,15.187
MCD,7/19/2019,5,200,7,19,2019,25.659,23.197,25.708,25.708,-0.049,1542,15.282
MCD,7/19/2019,6,200,7,19,2019,25.61,23.0055,25.708,25.708,-0.098,1543,15.3775
MCD,7/19/2019,7,200,7,19,2019,25.7075,23.9175,25.9025,25.708,-0.0005,1544,15.139
MCD,7/19/2019,8,200,7,19,2019,25.902,24.786,26.0975,25.708,0.194,1545,15.33
MCD,7/19/2019,9,200,7,19,2019,25.7565,24.4485,26.4875,25.805,-0.0485,1546,15.3775
MCD,7/19/2019,10,200,7,19,2019,26.0975,23.967,26.4875,25.708,0.3895,1547,15.33
MCD,7/19/2019,11,200,7,19,2019,26.683,24.835,26.5855,25.7565,0.9265,1548,15.33
MCD,7/19/2019,12,200,7,19,2019,27.124,25.3675,26.488,25.7565,1.3675,1549,15.187
MCD,7/19/2019,13,200,7,19,2019,27.2715,22.1905,26.879,25.805,1.4665,1550,15.2345
MCD,7/19/2019,14,200,7,19,2019,27.4685,22.2375,27.1735,25.902,1.5665,1551,15.187
MCD,7/19/2019,15,200,7,19,2019,27.2715,23.245,27.272,25.805,1.4665,1552,15.139
MCD,7/19/2019,16,200,7,19,2019,26.634,23.821,27.468,25.805,0.829,1553,15.521
MCD,7/19/2019,17,200,7,19,2019,26.439,22.573,27.4685,25.805,0.634,1554,15.2825
MCD,7/19/2019,18,200,7,19,2019,26.83,23.726,27.3205,25.805,1.025,1555,15.712
MCD,7/19/2019,19,200,7,19,2019,27.1735,24.545,26.83,25.7565,1.417,1556,15.712
MCD,7/19/2019,20,200,7,19,2019,26.3415,24.69,26.5855,25.805,0.5365,1557,15.3775
MCD,7/19/2019,21,200,7,19,2019,26.2435,23.1985,26.439,25.902,0.3415,1558,15.4735
MCD,7/19/2019,22,200,7,19,2019,26.39,22.8615,26.341,25.9025,0.4875,1559,15.76
MCD,7/19/2019,23,200,7,19,2019,26.2435,24.1105,26.292,25.9025,0.341,1560,15.3775
MCD,7/20/2019,0,201,7,20,2019,26.146,23.1,26.195,25.9995,0.1465,1561,15.4735
MCD,7/20/2019,1,201,7,20,2019,26.0485,22.8605,26.146,25.8535,0.195,1562,15.2825
MCD,7/20/2019,2,201,7,20,2019,25.951,22.142,26.097,25.805,0.146,1563,15.4255
MCD,7/20/2019,3,201,7,20,2019,25.8535,22.2855,26,25.805,0.0485,1564,15.521
MCD,7/20/2019,4,201,7,20,2019,25.708,22.2855,25.902,25.902,-0.194,1565,15.4255
MCD,7/20/2019,5,201,7,20,2019,25.708,22.2855,25.805,25.8535,-0.1455,1566,15.33
MCD,7/20/2019,6,201,7,20,2019,25.708,22.812,25.805,25.7565,-0.0485,1567,15.33
MCD,7/20/2019,7,201,7,20,2019,25.7565,22.7645,25.9025,25.7565,0,1568,15.473
MCD,7/20/2019,8,201,7,20,2019,25.902,22.8125,26.195,25.805,0.097,1569,15.569
MCD,7/20/2019,9,201,7,20,2019,25.61,22.7645,25.9025,25.659,-0.049,1570,15.3775
MCD,7/20/2019,10,201,7,20,2019,25.513,23.0045,25.708,25.416,0.097,1571,15.282
MCD,7/20/2019,11,201,7,20,2019,25.319,22.142,25.659,25.659,-0.34,1572,15.282
MCD,7/20/2019,12,201,7,20,2019,25.3675,23.869,25.61,25.61,-0.2425,1573,15.712
MCD,7/20/2019,13,201,7,20,2019,25.3675,22.908,25.5615,25.5615,-0.194,1574,15.4735
MCD,7/20/2019,14,201,7,20,2019,25.2705,22.9085,25.513,25.513,-0.2425,1575,15.139
MCD,7/20/2019,15,201,7,20,2019,25.3675,22.2855,25.805,25.513,-0.1455,1576,15.139
MCD,7/20/2019,16,201,7,20,2019,25.659,23.196,26.1945,25.61,0.049,1577,15.4255
MCD,7/20/2019,17,201,7,20,2019,25.951,23.2445,26,25.513,0.438,1578,15.33
MCD,7/20/2019,18,201,7,20,2019,26.146,23.3885,26.097,25.513,0.633,1579,15.282
MCD,7/20/2019,19,201,7,20,2019,26.195,22.5255,26,25.513,0.682,1580,15.0435
MCD,7/20/2019,20,201,7,20,2019,26.0485,21.951,25.805,25.4645,0.584,1581,15.2825
MCD,7/20/2019,21,201,7,20,2019,25.7565,22.0945,25.5615,25.513,0.2435,1582,15.2345
MCD,7/20/2019,22,201,7,20,2019,25.61,22.094,25.4645,25.513,0.097,1583,15.2345
MCD,7/20/2019,23,201,7,20,2019,25.513,22.094,25.3675,25.416,0.097,1584,15.0435
MCD,7/21/2019,0,202,7,21,2019,25.3675,22.477,25.319,25.319,0.0485,1585,15.0435
MCD,7/21/2019,1,202,7,21,2019,25.222,22.4295,25.222,25.319,-0.097,1586,15.1865
MCD,7/21/2019,2,202,7,21,2019,25.0765,22.19,25.1735,25.222,-0.1455,1587,15.473
MCD,7/21/2019,3,202,7,21,2019,24.9795,21.9505,25.125,25.125,-0.1455,1588,15.091
MCD,7/21/2019,4,202,7,21,2019,24.7865,21.9505,24.931,25.0765,-0.29,1589,15.139
MCD,7/21/2019,5,202,7,21,2019,24.641,21.855,24.883,24.931,-0.29,1590,15.139
MCD,7/21/2019,6,202,7,21,2019,24.6895,21.8555,24.883,24.883,-0.1935,1591,15.0435
MCD,7/21/2019,7,202,7,21,2019,24.7865,21.951,25.0765,24.883,-0.0965,1592,15.33
MCD,7/21/2019,8,202,7,21,2019,25.028,22.908,25.125,24.931,0.097,1593,15.569
MCD,7/21/2019,9,202,7,21,2019,24.7865,22.7165,25.416,24.931,-0.1445,1594,15.4255
MCD,7/21/2019,10,202,7,21,2019,24.883,22.2375,25.805,24.883,0,1595,15.4735
MCD,7/21/2019,11,202,7,21,2019,25.1735,22.717,25.7075,24.7865,0.387,1596,15.5685
MCD,7/21/2019,12,202,7,21,2019,25.4645,23.196,25.951,24.835,0.6295,1597,15.569
MCD,7/21/2019,13,202,7,21,2019,25.708,23.244,25.756,24.883,0.825,1598,15.76
MCD,7/21/2019,14,202,7,21,2019,25.8535,23.5325,26.0975,24.883,0.9705,1599,15.4255
MCD,7/21/2019,15,202,7,21,2019,25.7565,23.629,25.7565,24.883,0.8735,1600,15.4255
MCD,7/21/2019,16,202,7,21,2019,25.902,23.5325,25.61,24.7865,1.1155,1601,15.8075
MCD,7/21/2019,17,202,7,21,2019,26,23.1,25.7075,24.7865,1.2135,1602,15.6165
MCD,7/21/2019,18,202,7,21,2019,26.097,23.5325,25.7565,24.835,1.262,1603,15.8075
MCD,7/21/2019,19,202,7,21,2019,25.9995,22.477,25.6105,24.931,1.0685,1604,15.6645
MCD,7/21/2019,20,202,7,21,2019,25.7075,22.094,25.416,24.931,0.7765,1605,15.33
MCD,7/21/2019,21,202,7,21,2019,25.4645,21.7595,25.2705,24.931,0.5335,1606,15.187
MCD,7/21/2019,22,202,7,21,2019,25.3675,21.712,25.125,24.9795,0.388,1607,15.33
MCD,7/21/2019,23,202,7,21,2019,25.222,21.951,25.0765,25.0765,0.1455,1608,15.521
MCD,7/22/2019,0,203,7,22,2019,25.125,22.046,24.931,24.9795,0.1455,1609,15.2345
MCD,7/22/2019,1,203,7,22,2019,25.0765,22.046,24.931,24.931,0.1455,1610,15.139
MCD,7/22/2019,2,203,7,22,2019,24.931,22.142,24.883,24.931,0,1611,15.139
MCD,7/22/2019,3,203,7,22,2019,24.835,21.855,24.7865,24.835,0,1612,15.33
MCD,7/22/2019,4,203,7,22,2019,24.738,21.855,24.738,24.738,0,1613,15.33
MCD,7/22/2019,5,203,7,22,2019,24.593,21.903,24.641,24.738,-0.145,1614,15.0435
MCD,7/22/2019,6,203,7,22,2019,24.4965,22.046,24.641,24.641,-0.1445,1615,15.139
MCD,7/22/2019,7,203,7,22,2019,24.6895,21.9985,24.738,24.641,0.0485,1616,15.3775
MCD,7/22/2019,8,203,7,22,2019,24.738,22.525,24.931,24.545,0.193,1617,15.4735
MCD,7/22/2019,9,203,7,22,2019,24.4965,23.292,24.931,24.4965,0,1618,15.521
MCD,7/22/2019,10,203,7,22,2019,24.545,22.8125,25.2705,24.4965,0.0485,1619,15.5685
MCD,7/22/2019,11,203,7,22,2019,24.6895,23.581,25.5615,24.545,0.1445,1620,15.473
MCD,7/22/2019,12,203,7,22,2019,24.8345,23.629,25.659,24.448,0.3865,1621,15.6645
MCD,7/22/2019,13,203,7,22,2019,25.0765,23.725,25.9025,24.545,0.5315,1622,15.8555
MCD,7/22/2019,14,203,7,22,2019,25.1735,23.725,25.659,24.545,0.6285,1623,15.473
MCD,7/22/2019,15,203,7,22,2019,25.319,23.9175,25.756,24.641,0.678,1624,15.4255
MCD,7/22/2019,16,203,7,22,2019,25.416,24.2065,25.756,24.593,0.823,1625,15.5685
MCD,7/22/2019,17,203,7,22,2019,25.5615,24.448,25.756,24.641,0.9205,1626,15.521
MCD,7/22/2019,18,203,7,22,2019,25.6105,24.4965,25.4645,24.6895,0.921,1627,15.569
MCD,7/22/2019,19,203,7,22,2019,25.6105,23.149,25.319,24.7865,0.824,1628,15.521
MCD,7/22/2019,20,203,7,22,2019,25.4645,23.004,25.222,24.835,0.6295,1629,15.4255
MCD,7/22/2019,21,203,7,22,2019,25.2705,23.244,25.0765,24.835,0.4355,1630,15.282
MCD,7/22/2019,22,203,7,22,2019,25.028,22.956,24.9795,24.835,0.193,1631,15.2345
MCD,7/22/2019,23,203,7,22,2019,24.9315,24.1585,24.931,24.835,0.0965,1632,15.521
MCD,7/23/2019,0,204,7,23,2019,24.7865,22.6685,24.835,24.7865,0,1633,14.996
MCD,7/23/2019,1,204,7,23,2019,24.593,22.812,24.738,24.738,-0.145,1634,15.2345
MCD,7/23/2019,2,204,7,23,2019,24.4965,22.8605,24.641,24.6895,-0.193,1635,15.4735
MCD,7/23/2019,3,204,7,23,2019,24.3995,22.573,24.545,24.593,-0.1935,1636,15.903
MCD,7/23/2019,4,204,7,23,2019,24.303,22.669,24.4965,24.4965,-0.1935,1637,15.139
MCD,7/23/2019,5,204,7,23,2019,24.2065,22.7165,24.351,24.448,-0.2415,1638,15.2825
MCD,7/23/2019,6,204,7,23,2019,24.158,22.908,24.351,24.351,-0.193,1639,15.378
MCD,7/23/2019,7,204,7,23,2019,24.2065,23.244,24.303,24.255,-0.0485,1640,15.2345
MCD,7/23/2019,8,204,7,23,2019,24.255,23.1,24.351,24.351,-0.096,1641,15.4735
MCD,7/23/2019,9,204,7,23,2019,24.255,23.052,24.69,24.351,-0.096,1642,15.5685
MCD,7/23/2019,10,204,7,23,2019,24.303,23.148,24.8345,24.351,-0.048,1643,15.712
MCD,7/23/2019,11,204,7,23,2019,24.69,23.244,25.028,24.303,0.387,1644,15.569
MCD,7/23/2019,12,204,7,23,2019,24.883,23.388,25.077,24.303,0.58,1645,15.521
MCD,7/23/2019,13,204,7,23,2019,25.125,23.388,24.9795,24.351,0.774,1646,15.712
MCD,7/23/2019,14,204,7,23,2019,25.2705,23.5325,25.465,24.448,0.8225,1647,15.569
MCD,7/23/2019,15,204,7,23,2019,25.513,23.484,25.61,24.4965,1.0165,1648,15.664
MCD,7/23/2019,16,204,7,23,2019,25.7075,23.4845,25.8535,24.448,1.2595,1649,15.7595
MCD,7/23/2019,17,204,7,23,2019,25.8535,23.9655,25.6105,24.448,1.4055,1650,15.7595
MCD,7/23/2019,18,204,7,23,2019,25.951,23.869,25.513,24.351,1.6,1651,15.712
MCD,7/23/2019,19,204,7,23,2019,25.8535,22.956,25.319,24.448,1.4055,1652,15.664
MCD,7/23/2019,20,204,7,23,2019,25.5615,22.86,25.125,24.448,1.1135,1653,15.33
MCD,7/23/2019,21,204,7,23,2019,25.3675,23.004,24.9795,24.4965,0.871,1654,15.6645
MCD,7/23/2019,22,204,7,23,2019,25.1735,22.7645,24.883,24.545,0.6285,1655,15.473
MCD,7/23/2019,23,204,7,23,2019,25.0765,22.812,24.835,24.6895,0.387,1656,15.1865
MCD,7/24/2019,0,205,7,24,2019,24.883,22.7645,24.7865,24.738,0.145,1657,15.33
MCD,7/24/2019,1,205,7,24,2019,24.7865,22.812,24.738,24.738,0.0485,1658,15.521
MCD,7/24/2019,2,205,7,24,2019,24.738,22.7645,24.641,24.6895,0.0485,1659,15.282
MCD,7/24/2019,3,205,7,24,2019,24.641,22.717,24.545,24.593,0.048,1660,15.7595
MCD,7/24/2019,4,205,7,24,2019,24.545,22.717,24.4965,24.4965,0.0485,1661,15.5685
MCD,7/24/2019,5,205,7,24,2019,24.3995,22.621,24.3995,24.448,-0.0485,1662,15.139
MCD,7/24/2019,6,205,7,24,2019,24.351,22.669,24.351,24.3995,-0.0485,1663,15.139
MCD,7/24/2019,7,205,7,24,2019,24.448,22.669,24.3995,24.351,0.097,1664,15.4255
MCD,7/24/2019,8,205,7,24,2019,24.4965,22.669,24.545,24.351,0.1455,1665,15.664
MCD,7/24/2019,9,205,7,24,2019,24.448,22.669,24.738,24.351,0.097,1666,15.903
MCD,7/24/2019,10,205,7,24,2019,24.593,23.004,25.0765,24.351,0.242,1667,15.903
MCD,7/24/2019,11,205,7,24,2019,25.028,23.004,25.319,24.3995,0.6285,1668,15.712
MCD,7/24/2019,12,205,7,24,2019,25.416,23.1,25.319,24.448,0.968,1669,15.282
MCD,7/24/2019,13,205,7,24,2019,25.805,22.956,25.805,24.4965,1.3085,1670,15.712
MCD,7/24/2019,14,205,7,24,2019,26.439,22.429,26.195,24.545,1.894,1671,15.4735
MCD,7/24/2019,15,205,7,24,2019,26.683,22.8605,26.2925,24.545,2.138,1672,15.6165
MCD,7/24/2019,16,205,7,24,2019,27.026,22.573,26.341,24.545,2.481,1673,15.712
MCD,7/24/2019,17,205,7,24,2019,27.2225,22.7165,26.5855,24.4965,2.726,1674,16.046
MCD,7/24/2019,18,205,7,24,2019,27.2225,22.7645,26.732,24.4965,2.726,1675,15.569
MCD,7/24/2019,19,205,7,24,2019,27.1245,22.621,26.634,24.4965,2.628,1676,15.8075
MCD,7/24/2019,20,205,7,24,2019,26.0975,22.525,26.488,24.545,1.5525,1677,15.76
MCD,7/24/2019,21,205,7,24,2019,26.1945,22.2855,26.39,24.545,1.6495,1678,15.712
MCD,7/24/2019,22,205,7,24,2019,26.39,22.3335,26.292,24.3995,1.9905,1679,15.6645
MCD,7/24/2019,23,205,7,24,2019,26.2435,22.238,26.146,24.351,1.8925,1680,15.521
MCD,7/25/2019,0,206,7,25,2019,26.0975,22.2855,25.951,24.351,1.7465,1681,15.6645
MCD,7/25/2019,1,206,7,25,2019,25.9025,22.333,25.7565,24.3995,1.503,1682,15.4735
MCD,7/25/2019,2,206,7,25,2019,25.659,22.621,25.5615,24.448,1.211,1683,15.712
MCD,7/25/2019,3,206,7,25,2019,25.2705,22.7645,25.4645,24.448,0.8225,1684,15.569
MCD,7/25/2019,4,206,7,25,2019,25.125,22.381,25.319,24.4965,0.6285,1685,15.4735
